wo_number,customer_id,customer_name,location,total_material_cost,total_labor_cost,total_burden_cost,total_outplant_cost,total_use_tax,total_cost,quoted_price,sale_price,billing,gross_margin,gm_pct,sales_code,use_tax_code,estimator,quote_nbr,date_completed,status,sign_type,price_class_code,description,part_number,source_tier,source_file
1,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,2012-12-19,Fin Closed,,,,221-0200,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1000.1,77950,"NAGLE SIGNS, INC.","Waterloo, IA",282.35,107.33,196.42,0.0,0.0,586.1,,,273.0,-313.1,-114.69,PLCUT,,,,2007-05-31,Fin Closed,,TM - Time & Materials,"@panforming / Furnish (3) 24 1/2"" X 36"", .118"" Clear Panformed Lexan Faces, 2"" Flange With Standard PAn",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.1,5753,ANNA DOLCE RISTORANTE,"WEST DES MOINES, IA",735.82,1067.41,1402.82,225.0,0.0,3431.05,5521.97,,5521.97,2090.92,37.87,CHANNL,IA77O7,Adam Fasselius,30662,2020-12-31,Fin Closed,CLLIT,,@30662 / SOUTH ELEVATION: Fabricate and install set of remote flush mounted LED illuminated channel letters. Reference Eagle sketch 1020-30662-01.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.2,5753,ANNA DOLCE RISTORANTE,"WEST DES MOINES, IA",737.4,1017.25,1205.93,225.0,0.0,3185.58,5245.87,,5245.87,2060.29,39.27,CHANNL,IA77O7,Adam Fasselius,30663,2020-12-31,Fin Closed,CLLIT,,@30663 / EAST ELEVATION: Fabricate and install set of remote flush mounted LED illuminated channel letters. Reference Eagle sketch 1020-30663-01. (NOTE: 5% DISOUNT FOR THE SECOND IDENTICAL SET IF ORDERED AND INSTALLED AT THE SAME TIME AS THE FIRST SET).,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10000.3,5753,ANNA DOLCE RISTORANTE,"WEST DES MOINES, IA",0.0,31.5,29.3,0.0,0.0,60.8,135.0,,,,,PRMT,IA77O7,Adam Fasselius,30867,2020-12-31,Fin Closed,CLLIT,,@30867 / Staff time for permitting.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10001.1,18600,CAT SCALE,"MERIDIAN, MS",37142.67,88.25,82.08,2650.0,0.0,39963.0,62135.0,,62135.0,22172.0,35.68,PYLON,IC,,30897,2020-12-16,Fin Closed,POLLIT,,@30897 / (4) LED 115mph/standard packages; (1) 5x20 sign; (1) intercom sign,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.1,18600,CAT SCALE,"KANSAS CITY, MO",14669.02,5102.32,4745.36,2100.0,1243.2,27859.9,49323.0,,49323.0,21463.1,43.52,PYLON,MOKSCU,Adam Fasselius,30648,2021-02-22,Fin Closed,POLLIT,,"@30648 / Fabricate Canopy, four sided - (2) 5´ 4 1/2"" x 20´ single face Small A-frame cabinets on front and back (front and back to have custom CAT graphics), with yellow color flex faces, internal LED illumination; (2) 5´ 4 1/2"" x 10´ x .080 panels on aluminum square tube frames mounted on both ends of canopy, non-illuminated, painted to match CAT Scale Yellow; mounted on (2) poles; support steel structure with drainage system and .080 soffit (black on underside and white on top); wire mesh over top; (6) LED lights installed on underside of canopy. MO Use Tax on materials is included in our price. (engineering, installation, permits and shipping are not included)",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.2,18600,CAT SCALE,"KANSAS CITY, MO",0.0,120.13,111.72,4000.0,0.0,4231.85,5308.36,,5308.36,1076.51,20.28,INSTL,MOKSCU,Adam Fasselius,30726,2021-02-22,Fin Closed,POLLIT,,@30726 / canopy installation; anchor bolts set by CAT Scale,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10002.3,18600,CAT SCALE,"KANSAS CITY, MO",0.0,9.75,9.07,0.0,0.0,18.82,1506.0,,1506.0,1487.18,98.75,PYLON,MOKSCU,,31296,2021-02-22,Fin Closed,POLLIT,,@31296 / (1) Intercom Sign,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10003.1,77950,"NAGLE SIGNS, INC.","MARSHALLTOWN, IA",0.0,121.88,226.7,0.0,0.0,348.58,,,390.0,41.42,10.62,MISC,RESALE,,,2021-01-14,Fin Closed,,TM - Time & Materials,"@tm / Install "" Golden Arches"" faces in the pole sign.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10004.1,5162,JOHNSTON DENTAL,"JOHNSTON, IA",845.4,84.38,152.58,0.0,0.0,1082.36,2926.32,,2926.32,1843.96,63.01,MISC,IA77O7,Adam Fasselius,30754,2021-01-11,Fin Closed,LED,,@30754 / Remove (6) existing 400w M%5CH fixtures and install with new LED fixtures.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10005.1,5756,"ANDERSON FINANCIAL, L.L.C.","DES MOINES, IA",2021.54,225.76,389.93,0.0,0.0,2637.23,3420.74,,3420.74,783.51,22.9,INT,IA77O7,Adam Fasselius,30767,2020-12-31,Fin Closed,GEMINI,,"@30767 / INTERIOR SIGN: Furnish and install non-lit fabricated letters with a polished gold finish on the faces and returns. Letters to be 2"" deep and flush mounted. The watermark part logo on the wall is flat vinyl applied before the letters.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10006.1,5622,"LOVING CUP, LLC- DBA: SCOOTER'S COFFEE","URBANDALE, IA",642.98,729.76,1092.5,0.0,0.0,2465.24,3665.61,,3665.61,1200.37,32.75,REPFCE,IA77O7,Adam Fasselius,30790,2020-12-30,Fin Closed,OTHER,,"@30790 / Remove and properly dispose of current ""White Blank"" and ""Storage Plex"" tenant panels from double sided illuminated tenant directory monument sign. Fabricate and install (2) new ""Scooter´s Coffee"" tenant panels. Reference Eagle sketch 1120-30790-00 for details.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10006.2,5622,"LOVING CUP, LLC- DBA: SCOOTER'S COFFEE","URBANDALE, IA",0.0,21.0,19.53,0.0,0.0,40.53,135.0,,,,,PRMT,IA77O7,Adam Fasselius,30907,2020-12-30,Fin Closed,MONDF,,@30907 / Staff time for permitting.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10008.1,5757,PARK RIDGE APARTMENTS,"DES MOINES, IA",2821.6,242.14,410.73,0.0,0.0,3474.47,5916.47,,5916.47,2442.0,41.27,AWNING,IA77O7,Adam Fasselius,30579,2021-03-18,Fin Closed,AWNNON,,@30579 / Remove (4) awning frames and bring them to the Eagle shop and recover with Sunbrella Brown fabric 6086-0000. Re-install awning frames. No copy on awnings.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10008.2,5757,PARK RIDGE APARTMENTS,"DES MOINES, IA",0.0,106.13,162.68,0.0,0.0,268.81,135.0,,,,,PRMT,IA77O7,Adam Fasselius,30745,2021-02-25,Fin Closed,AWNNON,,@30745 / Staff time for permitting.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10008.3,5757,PARK RIDGE APARTMENTS,"DES MOINES, IA",30.24,315.25,293.18,0.0,0.0,638.67,670.26,,670.26,31.59,4.71,AWNING,IA77O7,Adam Fasselius,30832,2021-02-25,Fin Closed,AWNREC,,"@30832 / While awning frames are still in Eagle shop, hand paint copy with primer and top coat ""A, B, C, D. Reference Eagle sketch 1120-30832-01.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10008.4,5757,PARK RIDGE APARTMENTS,"DES MOINES, IA",0.0,272.26,498.75,0.0,0.0,771.01,,,1329.0,557.99,41.99,AWNING,IA77O7,,,2021-02-25,Fin Closed,,TM - Time & Materials,"@tm / Recover small awning frame on the south side of building D withpainted letter ""D"".",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10009.1,4542,R & D ENGINEERING,"EARLHAM, IA",0.0,15.75,14.65,0.0,0.0,30.4,135.0,,,,,PRMT,IA61,Adam Fasselius,28525,2021-06-23,Fin Closed,MONDF,,@28525 / Staff time for permitting.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10009.2,4542,R & D ENGINEERING,"EARLHAM, IA",0.0,0.0,0.0,2080.0,0.0,2080.0,2689.16,,2689.16,609.16,22.65,MONMNT,IA61,Adam Fasselius,28679,2021-06-23,Fin Closed,MONDF,,@28679 / Furnish and install footing and concrete pad. Price includes hauling away spoils.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10009.3,4542,R & D ENGINEERING,"EARLHAM, IA",0.0,0.0,0.0,0.0,0.0,0.0,2336.36,,2336.36,2336.36,100.0,MONMNT,IA61,Adam Fasselius,30444,2021-06-23,Fin Closed,MONDF,,@30444 / Furnish and install Centurion stone veneer and capstone.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10009.4,4542,R & D ENGINEERING,"EARLHAM, IA",14328.26,759.44,1204.21,0.0,0.0,16291.91,19532.41,,19532.41,3240.5,16.59,MONMNT,IA61,Adam Fasselius,30486,2021-06-23,Fin Closed,MONDF,,@30486 / Furnish and install double sided cabinet frame with Nichiha siding. Halo lit polished stainless steel letters. Black aluminum drip cap on top. Steel support tubes direct buried into footing. Power to sign by others.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1001.1,77950,"NAGLE SIGNS, INC.","Waterloo, IA",177.02,77.64,142.08,0.0,0.0,396.74,,,490.5,93.76,19.12,PLCUT,,,,2007-05-31,Fin Closed,,TM - Time & Materials,"@panforming / Furnish (1) 71 5/8"" X 71 1/8"" .150 Clear Lexan Panformed Face. Standard Pan and Flange",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10010.1,3178,SOUTH WATER SIGNS,"URBANDALE, IA",0.0,168.25,312.72,0.0,0.0,480.97,325.0,,625.0,144.03,23.04,INSTL,IA77O7,Adam Fasselius,30728,2020-12-15,Fin Closed,ILLUM,,"@30728 / Receive, Inspect and Install Light Box on interior of window - plug directly into an outlet. No removal.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10011.1,77950,"NAGLE SIGNS, INC.","MARSHALLTOWN, IA",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,SRVCE,RESALE,,,2020-12-23,Fin Closed,,TM - Time & Materials,"@SERVICE / Service logo sign on pole sign. Customer reports it is on and off intermittently and does not look to be the breaker. Even when it is on, he thinks it is not fully lit. WORK ORDER 10011.1 HAS NO HISTORY",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10011.2,77950,"NAGLE SIGNS, INC.","MARSHALLTOWN, IA",0.0,56.25,104.63,0.0,0.0,160.88,,,180.0,19.12,10.62,SRVCE,RESALE,,,2020-12-23,Fin Closed,,TM - Time & Materials,@LEDconversion / Convert the fluorescent lighting in sign to LEDs.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10012.1,4068,"GRL PROPERTIES, LLC","WEST DES MOINES, IA",28.94,112.25,199.24,0.0,0.0,340.43,739.09,,739.09,398.66,53.94,SRVCE,IA77O7,Adam Fasselius,30900,2020-12-07,Fin Closed,DIRECT,,"@30900 / DOUBLE SIDED NON-LIT DIRECTIONAL SIGN: Reconnect the top cabinet to the bottom base using (4) new corrosion resistant anchor bolts. Remove vinyl graphic ""INTERIOR DESIGN GROUP"" and replace with blank black vinyl.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10013.1,4725,KEMIN INDUSTRIES,"DES MOINES, IA",11.79,19.5,18.14,0.0,0.0,49.43,,,,,,MISC,IAUSTX,,,2021-01-13,Fin Closed,,TM - Time & Materials,"@tm / Provide customer with a 10"" x 10"" piece of .080 aluminum painted Brushed Aluminum with a satin finish, Joe will deliver tomorrow.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10014.1,5659,CHOICE CREATIVE SOLUTIONS,"DES MOINES, IA",0.0,142.0,262.51,0.0,0.0,404.51,720.8,,360.4,-44.11,-12.24,INSTL,IA77O7,Adam Fasselius,30934,2021-10-20,Fin Closed,BANPRN,,"@30934 / Receive, install and removal (customer supplied) 24´ x 20´ banner to the Veterans Memorial Community Choice Credit Union Convention Center.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10014.2,5659,CHOICE CREATIVE SOLUTIONS,"DES MOINES, IA",0.0,53.38,99.29,0.0,0.0,152.67,650.0,,360.4,207.73,57.64,INSTL,IA77O7,Adam Fasselius,30935,2021-11-16,Fin Closed,BANPRN,,@30935 / Staff time for permitting plus the cost of the permit.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10015.1,5380,AVAILA BANK,"NEVADA, IA",55.0,65.13,115.66,0.0,0.0,235.79,203.42,,203.42,-32.37,-15.91,REPFCE,IA85,Adam Fasselius,30808,2020-12-21,Fin Closed,DIRECT,,@30808 / DOUBLE SIDED NON-LIT DIRECTIONAL SIGN: Furnish and apply new digital prints with updated graphics to cover existing bottom sections of (1) directional sign. Reference Eagle sketch 1120-30808-00.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10015.2,5380,AVAILA BANK,"NEVADA, IA",808.17,98.64,138.5,0.0,0.0,1045.31,2449.44,,2449.44,1404.13,57.32,REPFCE,IA85,Adam Fasselius,30809,2020-12-21,Fin Closed,MONDF,,@30809 / DOUBLE SIDED ILLUMINATED MONUMENT SIGN: Furnish and install new replacement faces with digitally printed graphics. Reference Eagle sketch 1120-30809-00.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10015.3,5380,AVAILA BANK,"NEVADA, IA",157.32,91.26,118.46,0.0,0.0,367.04,857.5,,857.5,490.46,57.2,DRCT,IA85,Adam Fasselius,30810,2020-12-21,Fin Closed,BLDILL,,@30810 / DRIVE THRU CANOPY SIGN: Furnish and install LED illuminated sign cabinet. Reference Eagle sketch 1120-30810-00.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10015.4,5380,AVAILA BANK,"NEVADA, IA",9.61,37.63,55.92,0.0,0.0,103.16,200.51,,200.51,97.35,48.55,VINYL,IA85,Adam Fasselius,30811,2020-12-21,Fin Closed,VINYL,,@30811 / LOBBY HOURS: Furnish and apply first surface new business hours for the entrance window glass. Reference Eagle sketch 1120-30811-00.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10015.5,5380,AVAILA BANK,"NEVADA, IA",1.92,7.5,6.98,0.0,0.0,16.4,77.38,,28.96,12.56,43.37,DRCT,IA85,Adam Fasselius,30841,2020-12-21,Fin Closed,DIRECT,,"@30841 / SINGLE SIDED NON-LIT DIRECTIONAL SIGN: Furnish and apply ""/ ITM"" white vinyl to existing face. Reference Eagle sketch 1120-30841-00.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10015.6,5380,AVAILA BANK,"NEVADA, IA",7.57,33.88,48.95,0.0,0.0,90.4,192.81,,192.81,102.41,53.11,VINYL,IA85,Adam Fasselius,30843,2020-12-21,Fin Closed,VINYL,,@30843 / DRIVE THRU HOURS: Furnish and apply first surface business hours to drive thru window. Reference Eagle sketch 1120-30843-00.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10015.7,5380,AVAILA BANK,"NEVADA, IA",0.0,15.75,14.65,0.0,0.0,30.4,135.0,,,,,PRMT,IA85,Adam Fasselius,30944,2020-12-21,Fin Closed,VINYL,,@30944 / Staff time for permitting.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10016.1,18600,CAT SCALE,"WALCOTT, IA",1868.18,24.75,23.02,124.97,0.0,2040.92,6660.0,,6660.0,4619.08,69.36,REPFCE,IA82,,30949,2020-12-11,Fin Closed,POLLIT,,"@30949 / (20) Front intercom faces, (20) Rear intercom faces",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10018.1,4903,RACCOON VALLEY BANK,"ADEL, IA",537.3,37.5,69.75,0.0,0.0,644.55,1350.81,,1350.81,706.26,52.28,ELMSTT,IA25O7,Adam Fasselius,30422,2020-12-23,Fin Closed,POLLIT,,@30422 / Upgrade to 4G modem,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10019.1,18600,CAT SCALE,"MERIDIAN, MS",38794.04,96.13,89.41,2650.0,0.0,41629.58,12960.0,,64800.0,23170.42,35.76,PYLON,IC,,30951,2021-01-05,Fin Closed,POLLIT,,@30951 / (5) LED 115mph/standard packages,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1002.1,77950,"NAGLE SIGNS, INC.","Waterloo, IA",196.69,44.33,81.13,0.0,0.0,322.15,,,547.0,224.85,41.11,REPFCE,,,,2007-05-31,Fin Closed,,TM - Time & Materials,"@panforming / Furnish (2) 48 1/2"" X 48 1/2"", .150 CLear Lexan Faces With Standard PAn and 2"" Flange",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10020.1,4928,LIVING HISTORY FARMS,"URBANDALE, IA",537.3,37.5,68.63,0.0,0.0,643.43,1294.52,,1294.52,651.09,50.3,ELMSTT,GOVT,Adam Fasselius,30421,2020-12-23,Fin Closed,POLLIT,,@30421 / Upgrade to 4G modem,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.1,5761,PHARM FOOD GROUP,"COLFAX, IA",3.8,53.64,98.67,0.0,0.0,156.11,289.72,,289.72,133.61,46.12,INSTL,IA50,,30706,2021-02-28,Fin Closed,GEMINI,,"@30706 / Remove and Dispose two Logos, BENZER lettering and registration mark from front of building. Pharmacy lettering stays as is.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.2,5761,PHARM FOOD GROUP,"COLFAX, IA",0.0,216.38,348.44,0.0,0.0,564.82,698.08,,698.08,133.26,19.09,INSTL,IA50,Adam Fasselius,30707,2021-02-28,Fin Closed,GEMINI,,"@30707 / Remove word ""PHARMACY"" - bring back to eagle sign shop and layout to create pattern - take back to colfax site and install ""PHARMACY"" centered on building using new pattern. NOTE: Eagle Sign Co. not responsible for any broken pieces that occur during removal. Replacement pieces are additional fee.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.3,5761,PHARM FOOD GROUP,"COLFAX, IA",119.26,174.01,270.68,0.0,0.0,563.95,383.89,,383.89,-180.06,-46.9,BLDG,IA50,Adam Fasselius,30708,2021-02-28,Fin Closed,OTHER,,"@30708 / Remove and Dispose existing D/F ACM Sign Panel - Fabricate and Install new DF ACM Sign panel with wording - ""PHARMACY"" in orange with Black Arrow and Drive Thru",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.4,5761,PHARM FOOD GROUP,"COLFAX, IA",468.99,148.63,138.23,0.0,0.0,755.85,1647.36,,1647.36,891.51,54.12,AWNING,IA50,Adam Fasselius,30709,2021-02-28,Fin Closed,AWNNON,,"@30709 / Remove existing non-lit awning and bring back to Eagle Sign Shop - remove cover, replace with black cooley-brite fabric and copy that reads PHARMACY in orange vinyl - fix mirror so that it won´t poke through awning cover - take back to Colfax and install",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.5,5761,PHARM FOOD GROUP,"COLFAX, IA",1.93,0.0,0.0,0.0,0.0,1.93,94.58,,94.58,92.65,97.96,VINYL,IA50,Adam Fasselius,30710,2021-02-28,Fin Closed,VINYL,,"@30710 / Furnish and Install white vinyl 1st surface on entry door - ""Colfax Pharmacy""",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10021.6,5761,PHARM FOOD GROUP,"COLFAX, IA",0.0,10.5,9.77,0.0,0.0,20.27,135.0,,,,,PRMT,IA50,Adam Fasselius,30762,2021-02-28,Fin Closed,AWNNON,,@30762 / Staff time for the procurement of permitting - NOTE: permit cost will be on final invoice,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.2,5563,WILLHAM & FOSTER ORTHODONTICS,"DES MOINES, IA",619.09,197.0,363.15,0.0,0.0,1179.24,1451.05,,1451.05,271.81,18.73,RTLT,IA77O7,Adam Fasselius,30889,2021-02-19,Fin Closed,GEMINI,,"@30889 / Remove top row of letters (Willham Orthodontics PC), fill with clear silicone (no wall repair or repainting). Fabricate and install (1) set of 3"" tall 1/4"" thick aluminum painted routed letters Willham & Foster Orthodontics, PC; fabricate and install (1) set of 1/4"" thick aluminum painted routed letters 3"" tall, Austin P. Foster, DDS, MS; painted black, stud mount",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.3,5563,WILLHAM & FOSTER ORTHODONTICS,"DES MOINES, IA",425.98,297.94,371.9,0.0,0.0,1095.82,2062.85,,2062.85,967.03,46.88,REPFCE,IA77O7,Adam Fasselius,30888,2021-02-19,Fin Closed,MONDF,,"@30888 / Fabricate and install (2) 23""x132""x.080"" unpainted, mill-finish aluminum panel with 2"" aluminum back frame, Black vinyl; south side, Willham & Foster Orthodontics, PC [over] Oral Surgeons, PC [reverse top and bottom lines on north elevation; panel install over existing letters with 1"" standoffs",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10022.4,5563,WILLHAM & FOSTER ORTHODONTICS,"DES MOINES, IA",0.0,31.5,29.3,0.0,0.0,60.8,135.0,,,,,MONMNT,IA77O7,,30950,2021-02-19,Fin Closed,MONDF,,@30950 / permit acquisition fee,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
