wo_number,customer_id,customer_name,location,total_material_cost,total_labor_cost,total_burden_cost,total_outplant_cost,total_use_tax,total_cost,quoted_price,sale_price,billing,gross_margin,gm_pct,sales_code,use_tax_code,estimator,quote_nbr,date_completed,status,sign_type,price_class_code,description,part_number,source_tier,source_file
10043.2,2535,ATLAS SIGN INDUSTRIES,"CRESTON, IA",0.0,0.0,0.0,0.0,0.0,0.0,135.0,,,,,PRMT,RESALE,Adam Fasselius,31011,2021-03-09,Fin Closed,CLLIT,,@31011 / Staff time for the procurement of permitting - NOTE: permit cost will be on Final Invoice WORK ORDER 10043.2 HAS NO HISTORY,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10043.3,2535,ATLAS SIGN INDUSTRIES,"CRESTON, IA",55.0,411.64,760.29,0.0,0.0,1226.93,557.01,,557.01,-669.92,-120.27,BANNER,RESALE,Adam Fasselius,31063,2021-03-09,Fin Closed,BANSTK,,@31063 / Furnish and install 3' x 10' 15oz banner on front elevation.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10043.4,2535,ATLAS SIGN INDUSTRIES,"CRESTON, IA",55.0,10.25,9.53,0.0,0.0,74.78,335.88,,335.88,261.1,77.74,BANNER,RESALE,Adam Fasselius,31309,2021-03-09,Fin Closed,BANSTK,,@31309 / Furnish and Install 3' X 10' - 15 oz Banner (COMING SOON) on front elevation attached to windows - NOTE: to be installed at same time as Channel Letters,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10043.5,2535,ATLAS SIGN INDUSTRIES,"CRESTON, IA",0.0,0.0,0.0,0.0,0.0,0.0,1117.98,,1117.98,1117.98,100.0,INSTL,RESALE,Adam Fasselius,31396,2021-03-09,Fin Closed,CLLIT,,@31396 / Extra Trip Charge and Labor for install,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10044.1,2598,SEPTAGON CONSTRUCTION,"GRIMES, IA",0.0,149.5,257.48,0.0,0.0,406.98,983.43,,983.43,576.45,58.62,BLDG,IA77O7,Adam Fasselius,30553,2021-01-19,Fin Closed,BLDNON,,@30553 / Remove existing non-illuminated s/f sign at 2800 SE Gateway Dr. and install at new location 2500 SE Gateway Dr. Permit fee and staff time not included,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10044.2,2598,SEPTAGON CONSTRUCTION,"GRIMES, IA",0.0,21.0,19.53,0.0,0.0,40.53,135.0,,,,,BLDG,IA77O7,,30611,2021-01-19,Fin Closed,BLDNON,,@30611 / permit acquisition fee,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.1,5771,BLINK SIGNS,"URBANDALE, IA",239.82,1114.08,2024.52,0.0,0.0,3378.42,1482.35,,4447.05,1068.63,24.03,INSTL,IA77O7,Adam Fasselius,31017,2022-02-17,Fin Closed,CLLIT,,"@31017 / South, West and East Elevations - Signs 1, 2 & 3: Receive, Inspect and Install Remote mounted channel letters (Low voltage wire is not run in conduit) - Overall Dimensions: 7´4 3/8"" H X 14´3 3/4"" W - connect to electrical circuits provided by others",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.10,5771,BLINK SIGNS,"URBANDALE, IA",1182.49,1079.42,1053.9,0.0,0.0,3315.81,1519.17,,4557.51,1241.7,27.25,CHANNL,IA77O7,Adam Fasselius,33082,2022-02-07,Fin Closed,CLLIT,,@33082 / Fabricate Raceways and paint them SW 7039C to match building -attach received Channel Letters and logo to Raceways. Installation not included in this quote.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.11,5771,BLINK SIGNS,"URBANDALE, IA",0.0,0.0,0.0,5120.0,0.0,5120.0,3053.85,,3053.85,-2066.15,-67.66,OUTS,IA77O7,Adam Fasselius,33722,2022-05-25,Fin Closed,MONDF,,"@33722 / Sawcut and remove pavement for pad up to 7"" thickness - Integral 8"" PAD 1.5' x 17' - Pad will be level with approximately 4"" Exposed above the existing at the north end and 10"" on the south end",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.12,5771,BLINK SIGNS,"URBANDALE, IA",0.0,0.0,0.0,0.0,0.0,0.0,,,325.0,325.0,100.0,MISC,IA77O7,,,2022-05-25,Fin Closed,,TM - Time & Materials,@tm / Private locate. WORK ORDER 10045.12 HAS NO HISTORY,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.3,5771,BLINK SIGNS,"URBANDALE, IA",0.0,10.5,9.77,0.0,0.0,20.27,2355.07,2355.07,,2334.8,99.14,INSTL,IA77O7,Adam Fasselius,30715,2021-12-10,Fin Closed,MONDF,,"@30715 / South Entry - Sign 4 - Receive, Inspect and Install DF sign cabinet and topper - Connect to electrical circuits provided by others - install photocell provided by HUDSIGN. Sign to arrive as two large rectangular cabinets with channel letters pre-assembled onto them. Stone veneer by others.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.6,5771,BLINK SIGNS,"URBANDALE, IA",0.0,0.0,0.0,0.0,0.0,0.0,200.0,,200.0,200.0,100.0,MISC,IA77O7,Adam Fasselius,30718,2022-02-17,Fin Closed,OTHER,,@30718 / Additional Trip for Night Photos,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.7,5771,BLINK SIGNS,"URBANDALE, IA",0.0,0.0,0.0,0.0,0.0,0.0,200.0,,200.0,200.0,100.0,MISC,IA77O7,Adam Fasselius,30719,2022-05-25,Fin Closed,OTHER,,@30719 / Additional Trip to meet GC on site to discuss electrical placement/mark freestanding sign locations,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.8,5771,BLINK SIGNS,"URBANDALE, IA",228.54,96.0,178.57,260.31,0.0,763.42,6417.3,,6417.3,5653.88,88.1,OUTS,IA77O7,Adam Fasselius,30714A,2022-05-25,Fin Closed,MONDF,,"@30714A / South Entry - Sign 4: Dig Footings, set (1)steel support and pour concrete (6"" of concrete or crushed cinder blocks placed in bottom of foundation prior to main pour) - Footing 3´ diameter, 8.25´ deep - Approx 20´ Pole - All provided by Eagle Signs - NOTE: Bid for warm weather construction season. Price assumes no underground obstructions",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10045.9,5771,BLINK SIGNS,"URBANDALE, IA",0.0,261.88,486.47,0.0,0.0,748.35,2281.47,,2281.47,1533.12,67.2,INSTL,IA77O7,Adam Fasselius,30715A,2022-05-25,Fin Closed,MONDF,,"@30715A / South Entry - Sign 4 - Receive, Inspect and Install DF sign cabinet and topper - Connect to electrical circuits provided by others - install photocell provided by Blink Sign. Sign to arrive as two large rectangular cabinets with channel letters pre-assembled onto them. Stone veneer by others.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.1,4725,KEMIN INDUSTRIES,"DES MOINES, IA",3098.93,2175.48,2408.39,0.0,0.0,7682.8,11219.58,,11219.58,3536.78,31.52,MONMNT,IA77O7,Adam Fasselius,30945,2021-08-24,Fin Closed,MONSF,,"@30945 / Fabricate and install single sided aluminum sign cabinet with a reveal and reverse lit letters illuminated with white LEDs. Aluminum cabinet is painted Brushed Aluminum with a Satin finish. The reveal and drip cap are painted to color match color sample dropped off by client. This price includes Eagle providing and setting (2) 3""x 3""x 1/4"" steel posts into caisson footings. This sign will have a 120v - 277v power supply. Reference Eagle sketches 1220-30945-02 and 1220-30960-00 for details. NOTE: POWER TO SIGN, FOOTINGS AND MASONRY BY OTHERS.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.2,4725,KEMIN INDUSTRIES,"DES MOINES, IA",0.0,42.0,39.06,0.0,0.0,81.06,135.0,,,,,PRMT,IA77O7,Adam Fasselius,31013,2021-08-24,Fin Closed,MONSF,,@31013 / Staff time for permitting.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10046.3,4725,KEMIN INDUSTRIES,"DES MOINES, IA",40.34,77.76,72.34,0.0,0.0,190.44,,,,,,MISC,IA77O7,,,2021-08-24,Fin Closed,,TM - Time & Materials,@tm / Apply GLOSS finsh to the KEMIN reverse lit letters on the single sided monumnt sign.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10047.1,5259,EASTVIEW COMMUNITY CENTER,"DES MOINES, IA",0.0,21.0,19.53,0.0,0.0,40.53,135.0,,,,,MONMNT,IA77O7,,30964,2021-01-15,Fin Closed,MONDF,,@30964 / Permit acquisition fee,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10047.2,5259,EASTVIEW COMMUNITY CENTER,"DES MOINES, IA",440.25,104.5,174.46,0.0,0.0,719.21,991.47,,991.47,272.26,27.46,REPFCE,IA77O7,Adam Fasselius,30994,2021-01-15,Fin Closed,MONDF,,"@30994 / Fabricate and install (2) 20""x96"" White plex panels, with Eastview Graphics on left and Caring Hands, over Food Pantry, on right; black vinyl vertical divider",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10048.1,77950,"NAGLE SIGNS, INC.","ALTOONA, IA",103.07,265.75,397.46,0.0,0.0,766.28,,,976.49,210.21,21.53,MISC,RESALE,,,2021-02-11,Fin Closed,,TM - Time & Materials,"@tm / Remove, repair, repaint and reinstall damaged Drive-Thru Eyebrow. Inspect structure upon removal to see if any repairs are required to the eyebrow framework or the building. Contact Josh or TJ with any questions. Not sure what Kent has for photo's at this location.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10049.1,77950,"NAGLE SIGNS, INC.","MARSHALLTOWN, IA",785.02,625.26,797.86,0.0,0.0,2208.14,,,2981.07,772.93,25.93,MISC,RESALE,,,2021-02-28,Fin Closed,,TM - Time & Materials,"@tm / Fab and install (1) awning covered with #4652 Mediterranean Blue Sunbrella. Material is stapled in with matching blue trim cap. Size 27' 11-1/4"" for space thaat is 28'-1/4"" between brick, 48"" high, 36"" projection, 12"" high valance. Framing 1x1 aluminum with welds cleaned and touched up with silver paint to match others on site. Verify specifications with Josh and/or T.J. before production. Permit not required. Photos are required.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1005.1,63200,KERKHOFF CHIROPRACTIC,"Waukee, IA",0.0,0.0,0.0,75.0,0.0,75.0,,,150.0,75.0,50.0,BANNER,IA25,,,2007-05-30,Fin Closed,,TM - Time & Materials,"@banner / Banner 1'-0"" X 3'-0"" Grommets, With Vinyl Graphics",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10050.1,18600,CAT SCALE,"WALCOTT, IA",2668.2,3.75,3.49,0.0,0.0,2675.44,81.2,,4872.0,2196.56,45.09,PYLON,IA77O7,Adam Fasselius,30014,2021-01-18,Fin Closed,POLLIT,,@30014 / (60) LED power supplies; shipping not included,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10051.1,4815,PRAIRIE MEADOWS,"ALTOONA, IA",66.75,769.67,1425.05,0.0,0.0,2261.47,3251.44,,3251.44,989.97,30.45,AWNING,IA77O7,Adam Fasselius,30936,2021-04-29,Fin Closed,AWNNON,,@30936 / Install covering for 40´ and 80´ canopies in Spring of 2021; fabric stored at location.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10052.1,18600,CAT SCALE,"HUBBARD, OH",7758.82,34.13,31.75,1800.0,0.0,9624.7,12960.0,,12960.0,3335.3,25.74,PYLON,IC,,31035,2021-01-12,Fin Closed,POLLIT,,@31035 / (1) Standard package,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10053.1,18600,CAT SCALE,"MERIDIAN, MS",33546.32,152.7,142.02,2650.0,0.0,36491.04,56411.0,,56411.0,19919.96,35.31,PYLON,IC,,31044,2021-02-03,Fin Closed,POLLIT,,@31044 / (4) LED 115mph/Standard Packages; (1) Set of poles for CAT #3296; (1) Intercom Sign for CAT #3296,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10053.2,18600,CAT SCALE,"MERIDIAN, MS",3954.06,569.21,564.28,0.0,0.0,5087.55,,,8269.0,3181.45,38.47,MISC,IC,,,2021-02-03,Fin Closed,,TM - Time & Materials,@tm / (1)4x20 cabinet for a 4x20 in Mims Fl. Cat 3296,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10054.1,3178,SOUTH WATER SIGNS,"DES MOINES, IA",3.8,106.13,196.83,0.0,0.0,306.76,688.53,,688.53,381.77,55.45,INSTL,IA77O7,Adam Fasselius,31016,2021-01-21,Fin Closed,CLLIT,,@31016 / Remove Existing Channel Letter Sign and reinstall two sign bands over to the right,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10055.1,4455,HUBBELL PROPERTY MANAGEMENT,"WEST DES MOINES, IA",108.88,51.63,72.43,0.0,0.0,232.94,562.02,,562.02,329.08,58.55,VINYL,IA25O7,Adam Fasselius,30953,2021-01-20,Fin Closed,VINYL,,"@30953 / Fabricate (1) digital hex shaped print vinyl; at installation cut out and remove existing graphics, install new vinyl piece",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10056.1,5745,RUETER'S EQUIPMENT,"ELKHART, IA",867.32,0.0,0.0,0.0,0.0,867.32,1723.02,,1723.02,855.7,49.66,REPFCE,IA77O7,Adam Fasselius,31038,2021-01-31,Fin Closed,FFACE,,"@31038 / Furnish (SIDE A LEFT) only (1) replacement pan formed and embossed face ""RUE"". Missing face retainer is not included.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10057.1,77950,"NAGLE SIGNS, INC.","MARSHALLTOWN, IA",3.09,65.63,120.95,0.0,0.0,189.67,,,214.64,24.97,11.63,MISC,RESALE,,,2021-01-14,Fin Closed,,TM - Time & Materials,@tm / Return trip to install correct arch faces that didnt line up on origional order. Nagle Order 26129.1,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10058.1,5680,SIGN MANAGER,"ANKENY, IA",29.85,63.13,84.87,0.0,0.0,177.85,,,353.49,175.64,49.69,MISC,IA77OP,,,2021-01-25,Fin Closed,,TM - Time & Materials,"@tm / Sign face blew off before Christmas,run by store and pick up the broken face; send Sign Manager a price to fabricate new and install.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10059.1,3683,ALLEN INDUSTRIES,"MANSON, IA",0.0,86.63,159.11,0.0,0.0,245.74,600.0,,600.0,354.26,59.04,SURVEY,RESALE,Adam Fasselius,31045,2021-01-18,Fin Closed,BLDILL,,@31045 / Site Survey for Sign Installation of Custome C-Style Wall Fascia and 4' Deere Logo Wall Sign,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10060.1,3582,EVERBRITE LLC,"BOONE, IA",0.0,0.0,0.0,0.0,0.0,0.0,68.36,,68.36,68.36,100.0,CHANNL,RESALE,Adam Fasselius,31068,2021-01-12,Fin Closed,CLLIT,,"@31068 / Repair to letter L, fixing can; customer to supply new face",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10061.1,5773,BATTLE HAWK ARMORY,"GRIMES, IA",311.59,120.56,182.11,0.0,0.0,614.26,824.74,,824.74,210.48,25.52,BLDG,IA77O7,Adam Fasselius,30862,2021-01-26,Fin Closed,OTHER,,@30862 / Fabricate and Install Aluminum Sign Panel to the right of the door above windows with printed graphics,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10061.2,5773,BATTLE HAWK ARMORY,"GRIMES, IA",0.0,21.0,19.53,0.0,0.0,40.53,135.0,,,,,PRMT,IA77O7,Adam Fasselius,30864,2021-01-26,Fin Closed,OTHER,,@30864 / Staff time for the procurement of permitting - NOTE: permit cost will be on Final invoice,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10062.1,18600,CAT SCALE,"WILDWOOD, FL",964.35,146.0,135.79,0.0,0.0,1246.14,3487.0,,3487.0,2240.86,64.26,REPFCE,IC,,31100,2021-01-31,Fin Closed,POLLIT,,@31100 / (1) Set of 5x20 Faces,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10063.1,3951,"ALLEN INDUSTRIES , INC","HARCOURT, IA",0.0,69.38,129.05,0.0,0.0,198.43,400.0,,400.0,201.57,50.39,MISC,RESALE,Adam Fasselius,31096,2021-01-25,Fin Closed,OTHER,,@31096 / Survey bracket size that holds on the cladding - need good measurements of all sides,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10064.1,18600,CAT SCALE,"WALCOTT, IA",866.16,584.13,543.25,125.79,0.0,2119.33,201.0,,4020.0,1900.67,47.28,PYLON,IA82,,31114,2021-02-03,Fin Closed,POLLIT,,"@31114 / (20) California Intercom Sign, Front Faces",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10065.1,18600,CAT SCALE,"SULLIVAN, MO",5889.45,48.76,45.36,900.0,0.0,6883.57,9322.0,,9322.0,2438.43,26.16,PYLON,MOWASH,,31116,2021-01-27,Fin Closed,POLLIT,,@31116 / (1) 5x20; (1) Pole Non-Intercom side,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10066.1,5366,MIDWEST MATTRESS,"URBANDALE, IA",818.31,178.13,331.32,0.0,0.0,1327.76,2485.45,,2485.45,1157.69,46.58,CHANNL,IA77O7,Adam Fasselius,31115,2021-01-31,Fin Closed,CLLIT,,"@31115 / CONVERT "" Midwest mattress "" CHANNEL LETTERS FROM NEON TO LEDS. THE LETTER ""d"" IS 40"" WITH A 10"" STROKE",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.1,2460,DOWNING INC.,"GRIMES, IA",2325.0,371.51,597.71,0.0,162.75,3456.97,7148.0,,7148.0,3691.03,51.64,CHANNL,NEWCIA,Adam Fasselius,30272,2021-05-12,Fin Closed,CLLIT,,@30272 / SOUTH/FRONT ELEVATION: Fabricate and install reverse lit exterior wall sign. Reference Eagle sketch 0820-30272-00. Power to sign by others. NEW CONSTRUCTION USE TAX INCLUDED.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.2,2460,DOWNING INC.,"GRIMES, IA",2325.0,846.66,1568.65,0.0,162.75,4903.06,7148.0,,6790.6,1887.54,27.8,CHANNL,NEWCIA,Adam Fasselius,30273,2021-05-12,Fin Closed,CLLIT,,@30273 / NORTH/REAR ELEVATION: Fabricate and install reverse lit exterior wall sign. Reference Eagle sketch 0820-30273-00. Power to sign by others. NEW CONSTRUCTION USE TAX INCLUDED. Note: If ordered with quotes 30272 a 5% discount will be applied.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.3,2460,DOWNING INC.,"GRIMES, IA",0.0,15.75,14.65,0.0,0.0,30.4,285.0,,,,,PRMT,NEWCIA,Adam Fasselius,30292,2021-05-12,Fin Closed,CLLIT,,@30292 / Staff time plus the cost of permits.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.5,2460,DOWNING INC.,"GRIMES, IA",0.0,0.0,0.0,0.0,0.0,0.0,196.5,,196.5,196.5,100.0,INT,NEWCIA,Adam Fasselius,31305,2021-05-12,Fin Closed,CLLIT,,@31305 / EXTERIOR SIGNS: Price adjustment for two color metallic paint for the south elevation and black metallic paint for the north elevation.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.6,2460,DOWNING INC.,"GRIMES, IA",0.0,15.38,14.3,0.0,0.0,29.68,,,,,,MISC,NEWCIA,,,2021-05-12,Fin Closed,,TM - Time & Materials,@tm / Provide GC with install pattern for Illuminated Interior tooth logo sign. Eagle Sketch 0221-31292-00. Joe will deliver to job site.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10067.7,2460,DOWNING INC.,"GRIMES, IA",1110.97,111.26,192.64,0.0,77.77,1492.64,2297.0,,2297.0,804.36,35.02,INT,NEWCIA,Adam Fasselius,31292,2021-05-12,Fin Closed,CLLIT,,"@31292 / Furnish and install back lit interior tooth logo sign. 2"" deep channel letter mounted to the wall using 1.5"" standoffs. Painted two color metallic finish. Reference Eagle sketch 0221-31292-00. NEW CONSTRUCTION USE TAX INCLUDED IN THIS PRICE.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10068.1,5778,LIFESTREAM CHIROPRACTIC,"ANKENY, IA",45.9,183.01,319.79,0.0,0.0,548.7,1426.39,,1426.39,877.69,61.53,CHANNL,IA77OP,Adam Fasselius,31065,2021-02-05,Fin Closed,CLLIT,,"@31065 / Remove existing channel letters on two raceways ""lifestream CHIROPRACTIC"" from the current Grimes location and re-install at new Ankeny location. Eagle will connect signs to power if within 5´ and we have access to wall behind sign area. Power to signs by others. This price does not include any patching or painting of EIFS.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10068.2,5778,LIFESTREAM CHIROPRACTIC,"ANKENY, IA",9.83,69.63,119.07,0.0,0.0,198.53,255.84,,255.84,57.31,22.4,VINYL,IA77OP,Adam Fasselius,31066,2021-02-05,Fin Closed,VINYL,,"@31066 / Furnish and apply black vinyl lettering ""lifestream CHIROPRACTIC"" to existing blank white tenant panels.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10068.3,5778,LIFESTREAM CHIROPRACTIC,"ANKENY, IA",0.0,10.5,9.77,0.0,0.0,20.27,135.0,,,,,PRMT,IA77OP,Adam Fasselius,31082,2021-02-05,Fin Closed,CLLIT,,@31082 / Staff time for permitting. NOTE: Permit fee will be listed separately at cost on the final invoice.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10069.1,5779,JLM SHOOTERS SUPPLY,"URBANDALE, IA",25.85,64.88,94.76,0.0,0.0,185.49,274.23,,274.23,88.74,32.36,BLDG,IA77O7,Adam Fasselius,31072,2021-02-17,Fin Closed,BLDILL,,"@31072 / Remove and Dispose existing face from sign on back of building - Fabricate and Install new white panel with black lettering ""JLM SHOOTERS SUPPLY""",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
