wo_number,customer_id,customer_name,location,total_material_cost,total_labor_cost,total_burden_cost,total_outplant_cost,total_use_tax,total_cost,quoted_price,sale_price,billing,gross_margin,gm_pct,sales_code,use_tax_code,estimator,quote_nbr,date_completed,status,sign_type,price_class_code,description,part_number,source_tier,source_file
10069.2,5779,JLM SHOOTERS SUPPLY,"URBANDALE, IA",94.96,71.88,97.97,0.0,0.0,264.81,671.3,,671.3,406.49,60.55,BLDG,IA77O7,Adam Fasselius,31073,2021-02-17,Fin Closed,BLDILL,,"@31073 / Remove and Dispose existing face from sign on front of building - Fabricate and Install new white panel with black lettering ""JLM SHOOTERS SUPPLY""",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10069.3,5779,JLM SHOOTERS SUPPLY,"URBANDALE, IA",0.0,31.5,29.3,0.0,0.0,60.8,135.0,,,,,PRMT,IA77O7,Adam Fasselius,31094,2021-02-17,Fin Closed,BLDILL,,@31094 / Staff time for the procurement of permitting - NOTE: Permit cost will be on Final Invoice,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1007.1,74550,MICROTEL INN & STES,"Colfax, IA",0.0,0.0,0.0,1551.5,0.0,1551.5,1350.71,,1450.0,-101.5,-7.0,INSTL,IA50,John Nagle,1053,2007-05-31,Fin Closed,CLLIT,,"@1053 / Remove ""Microtel Inn & Suites"" channel letters with logo on building and reinstall on east elevation. Caulk electrical and mounting holes where signs were removed and installed. Siding replacement not included in this quote.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10070.1,18600,CAT SCALE,"GILA BEND, AZ",859.73,14.63,13.61,0.0,0.0,887.97,1506.0,,1506.0,618.03,41.04,PYLON,IC,,31136,2021-01-26,Fin Closed,POLLIT,,@31136 / (1) Intercom Sign,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.1,5783,FNB BANK,"FONTANELLE, IA",5660.33,808.34,931.09,0.0,0.0,7399.76,13714.1,,13714.1,6314.34,46.04,PYLON,IA01,Adam Fasselius,31018,2021-03-26,Fin Closed,POLLIT,,"@31018 / Fabricate and install new flag mounted double sided aluminum sign cabinet painted black with black retainers, illuminated with white LED´s, white polycarbonate faces with black vinyl graphics. Price includes double sided Watchfire electronic LED 24"" character Time & Temperature unit. Digital temperature sensor and satellite guided TimeTracker. Sign cabinet has 1 year parts and labor warranty. Watchfire unit has a 1 year labor and 5 year parts warranty. This sign requires 120v and will pull (9) amps. Power to sign by others. Reference Eagle sketch 1220-31018-01.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.2,5783,FNB BANK,"FONTANELLE, IA",0.0,445.39,821.86,0.0,0.0,1267.25,646.45,,646.45,-620.8,-96.03,SRVCE,IA01,Adam Fasselius,31030,2021-03-26,Fin Closed,POLLIT,,"@31030 / Furnish crane, man lift and two men to remove and leave at bank flag mounted pole sign cabinet and time & temperature unit. Shazam and Discover signage remains on the pole.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10071.3,5783,FNB BANK,"FONTANELLE, IA",0.0,0.0,0.0,0.0,0.0,0.0,135.0,,,,,PRMT,IA01,,31031,2021-03-26,Fin Closed,POLLIT,,@31031 / Staff time for permitting. WORK ORDER 10071.3 HAS NO HISTORY,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10072.1,18600,CAT SCALE,"REDDICK, FL",964.35,141.25,131.37,0.0,0.0,1236.97,3487.0,,3487.0,2250.03,64.53,REPFCE,IC,,31142,2021-01-31,Fin Closed,POLLIT,,@31142 / (1) Set of 5x20 Faces,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10073.1,4332,MAPLE GROVE UNITED METHODIST CHURCH,"WEST DES MOINES, IA",0.0,0.0,0.0,70.74,0.0,70.74,135.69,,135.69,64.95,47.87,MISC,IA77O7,Adam Fasselius,31113,2021-01-31,Fin Closed,OTHER,,@31113 / (1) Punctuation set for Pronto 6 Condensed changeable copy (50 pcs); for customer pick up,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10074.1,18600,CAT SCALE,"KINGSVILLE, TX",964.35,148.75,138.34,0.0,0.0,1251.44,3487.0,,3610.36,2358.92,65.34,REPFCE,TXCORP,,31151,2021-02-02,Fin Closed,POLLIT,,@31151 / (1) Set of 5x20 Faces,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10075.1,3951,"ALLEN INDUSTRIES , INC","HARCOURT, IA",22.85,213.44,343.92,0.0,0.0,580.21,431.09,,,,,MISC,RESALE,Adam Fasselius,31097,2021-01-31,Fin Closed,OTHER,,"@31097 / Fabricate, Paint and Install bracket that holds cladding onto pole",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10076.1,27050,CHRIST THE KING LUTHERAN CHURC,"Altoona, IA",492.45,257.83,418.99,0.0,0.0,1169.27,1161.98,,1161.98,-7.29,-0.63,MISC,IA77O7,Adam Fasselius,30642,2021-08-10,Fin Closed,LED,,"@30642 / Convert fluorescent sign to LEDs. Sign has (2) 64"", (1) 48"", (4) 42"", (1) 36"" and (2) 30"" lamps.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10076.2,27050,CHRIST THE KING LUTHERAN CHURC,"Altoona, IA",176.96,91.87,170.88,0.0,0.0,439.71,669.8,,669.8,230.09,34.35,INSTL,IA77O7,Adam Fasselius,30883,2021-08-10,Fin Closed,MONSF,,@30883 / Furnish and install 2 hinges and (4) 40lb gas shocks,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10076.3,27050,CHRIST THE KING LUTHERAN CHURC,"Altoona, IA",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,WARINT,IA77O7,,,2021-08-10,Fin Closed,,TM - Time & Materials,"@tm / WARRANTY: Fix grass area, sign face and cabinet. WORK ORDER 10076.3 HAS NO HISTORY",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10077.1,5784,SISSON,"WEST DES MOINES, IA",887.68,132.51,212.97,0.0,0.0,1233.16,2189.53,,2189.53,956.37,43.68,INT,IA25O7,Adam Fasselius,31122,2021-03-12,Fin Closed,GEMINI,,"@31122 / INTERIOR SISSON WALL SIGN: Furnish and install 1/4"" thick acrylic letters and logo painted custom colors with polished faces and returns. Lion logo graphic and gradient colors on letters are digitally printed vinyl. Letters and logo mounted to 1/4"" clear acrylic backer. Backer mounted to the wall using pizazz standoffs. Reference Eagle sketch 0121-31122-00.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10078.1,18600,CAT SCALE,"LEE, FL",964.35,152.5,141.83,0.0,0.0,1258.68,3487.0,,3487.0,2228.32,63.9,REPFCE,IC,,31154,2021-02-02,Fin Closed,POLLIT,,@31154 / (1) Set of 5x20 Faces,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10079.1,5785,MIRACLE EAR,"OSCEOLA, IA",736.58,130.51,230.99,0.0,0.0,1098.08,1942.64,,1942.64,844.56,43.47,REPFCE,IA20,Adam Fasselius,31117,2021-02-17,Fin Closed,POLLIT,,@31117 / Furnish and install new pan formed faces for existing double sided illuminated pole sign cabinet. Reference Eagle sketch 0121-31117-00.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10079.2,5785,MIRACLE EAR,"OSCEOLA, IA",54.07,41.51,63.02,0.0,0.0,158.6,244.82,,244.82,86.22,35.22,VINYL,IA20,Adam Fasselius,31118,2021-02-26,Fin Closed,PRNGRA,,@31118 / Furnish and apply first surface door glass vinyl name and business hours. Reference Eagle sketch 0121-31118-01.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10079.3,5785,MIRACLE EAR,"OSCEOLA, IA",0.0,0.0,0.0,0.0,0.0,0.0,135.0,,,,,PRMT,IA20,Adam Fasselius,31153,2021-02-17,Fin Closed,POLLIT,,@31153 / Staff time for permitting. WORK ORDER 10079.3 HAS NO HISTORY,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10079.4,5785,MIRACLE EAR,"OSCEOLA, IA",9.87,106.25,196.1,0.0,0.0,312.22,,,295.38,-16.84,-5.7,MISC,IA20,,,2021-02-17,Fin Closed,,TM - Time & Materials,@tm / Customer has requested that Eagle install new T-5 or T-8 lamps in the pole sign cabinet. Also need to check the ballast and replace if necessary. Cabinet needs to illuminate before Eagle pulls off jobsite. Contact is: Joe Johnston 515 975 4400.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1008.1,95950,NATIONAL CARWASH SOLUTIONS,"Grimes, IA",399.02,344.7,630.82,0.0,0.0,1374.54,,,748.0,-626.54,-83.76,BLDG,,,,2007-06-30,Fin Closed,,,"1008.1 / Fabricate (1) 21.25"" x 48.5"" single-face, internally illuminated 8-section cabinet sign. ABC Type II frame and back adapter with Type III retainer. Incandescent bulbs. All wires run to a handy box. Copy on this sign is in FRENCH. ""3 Couleurs"" decal is from BDI. Refer to drawing # 700340C1. Ryko part # 24785-007.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10080.1,4170,KNAPP PROPERTIES,"PLEASANT HILL, IA",3153.84,1302.8,1353.4,0.0,0.0,5810.04,4579.01,,9158.02,3347.98,36.56,MONMNT,IA77O7,Adam Fasselius,31021,2021-08-13,Fin Closed,MONSF,,"@31021 / Fabricate and Install Non-illuminated DF cabinet with metal faces and a reveal - vinyl lettering ""RISING RIDGE""",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10080.2,4170,KNAPP PROPERTIES,"PLEASANT HILL, IA",16000.0,53.76,99.35,0.0,0.0,16153.11,11282.02,,22564.04,6410.93,28.41,MONMNT,IA77O7,Adam Fasselius,30984A,2021-08-13,Fin Closed,MONDF,,@30984A / Dig and Pour Footing - Set steel poles - Furnish and install 2´ H Solid Base (Dutch Quality Winter Point Weatherledge Flats) - NOTE: Bid for warm weather - 4+ month lead time,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10080.3,4170,KNAPP PROPERTIES,"PLEASANT HILL, IA",0.0,31.5,29.3,0.0,0.0,60.8,135.0,,,,,PRMT,IA77O7,Adam Fasselius,31003,2021-08-13,Fin Closed,MONDF,,@31003 / Staff time for the procurement of permitting - NOTE: Permit cost will be on Final Invoice,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10081.1,18600,CAT SCALE,"SATSUMA, AL",859.73,0.0,0.0,0.0,0.0,859.73,,,1822.95,963.22,52.84,MISC,ARSEAR,,,2021-02-01,Fin Closed,,TM - Time & Materials,"@tm / Ship (1)Intercom Sign, Standard Ground.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.1,4973,SDDI SIGNS,"DES MOINES, IA",471.12,229.5,263.16,0.0,0.0,963.78,1391.08,,1391.08,427.3,30.72,REPFCE,IA77O7,Adam Fasselius,25654,2021-03-03,Fin Closed,BLDILL,,@25654 / SMALL DOUBLE SIDED BLADE SIGN - Furnish and install replacement faces with new digitally printed colors.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.2,4973,SDDI SIGNS,"DES MOINES, IA",358.55,261.64,388.59,0.0,0.0,1008.78,1406.33,,1406.33,397.55,28.27,REPFCE,IA77O7,Adam Fasselius,25655,2021-03-03,Fin Closed,BLDILL,,@25655 / LARGE DOUBLE SIDED BLADE SIGN - Furnish and install replacement faces with new digitally printed colors.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10082.3,4973,SDDI SIGNS,"DES MOINES, IA",188.32,55.13,51.27,0.0,0.0,294.72,711.88,,711.88,417.16,58.6,REPFCE,IA77O7,Adam Fasselius,25656,2021-03-03,Fin Closed,BLDILL,,@25656 / CANOPY SINGLE SIDED SIGN - Furnish and install replacement faces with new digitally printed colors.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10083.1,2535,ATLAS SIGN INDUSTRIES,"JOHNSTON, IA",0.0,22.38,41.63,0.0,0.0,64.01,194.41,,194.41,130.4,67.07,INSTL,RESALE,Adam Fasselius,31137,2021-02-28,Fin Closed,VINYL,,"@31137 / Remove and Dispose existing vinyl from top window - Receive, Inspect and Install Front Window Vinyl on top window ""Thrivant logo"" 1st Surface and Entry Door Vinyl ""Thrivent logo"" 1st Surface - NOTE: weather must be warm enough for vinyl application. ***Photos required: Up close and from far away. Have Site contact sign the provided Thrivent sign off form and return it to Atlas with photos. ***",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10083.2,2535,ATLAS SIGN INDUSTRIES,"JOHNSTON, IA",0.0,68.0,126.23,0.0,0.0,194.23,174.96,,174.96,-19.27,-11.01,INSTL,RESALE,Adam Fasselius,31138,2021-02-28,Fin Closed,MONSF,,"@31138 / Remove and Dispose existing panel on Johnston Professional Center SF Monument Sign - receive, inspect and install new S/F Tenant Panel - Flat Aluminum Sign Panel with vinyl graphics",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10083.3,2535,ATLAS SIGN INDUSTRIES,"JOHNSTON, IA",0.0,138.88,258.07,0.0,0.0,396.95,174.96,,174.96,-221.99,-126.88,INSTL,RESALE,Adam Fasselius,31139,2021-02-28,Fin Closed,MONSF,,"@31139 / Remove and Dispose existing panel on Westfield Center SF Monument Sign - receive, inspect and install new S/F Tenant Panel - Flat Aluminum Sign Panel with vinyl graphics",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10083.4,2535,ATLAS SIGN INDUSTRIES,"JOHNSTON, IA",0.0,10.5,9.77,0.0,0.0,20.27,135.0,,135.0,114.73,84.99,PRMT,RESALE,Adam Fasselius,31140,2021-02-28,Fin Closed,MONSF,,@31140 / Staff time for the procurement of permitting - NOTE: Permit cost will be on Final Invoice,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10084.1,49300,GIT N GO CONVENIENCE STORES,"DES MOINES, IA",1574.46,261.76,480.05,0.0,0.0,2316.27,3879.09,,3879.09,1562.82,40.29,SRVCE,IA77O7,Adam Fasselius,30924,2021-03-04,Fin Closed,BLDILL,,@30924 / Repair/replace sections of damaged building canopy frame. Customer is taking care of damaged light fixtures.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10085.1,18600,CAT SCALE,"SORRENTO, LA",964.35,152.38,141.72,0.0,0.0,1258.45,3487.0,,3487.0,2228.55,63.91,REPFCE,IC,,31181,2021-02-05,Fin Closed,POLLIT,,@31181 / (1) Set of 5x20 Faces,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10086.1,4135,GREAT WESTERN BANK,"OSCEOLA, IA",223.12,177.56,329.18,0.0,0.0,729.86,1206.67,,1206.67,476.81,39.51,MISC,IA20,Adam Fasselius,31015,2021-02-28,Fin Closed,LED,,"@31015 / Convert letters%5Clogo to leds. Logo is 23x23, upper case 14"" lower case 10"". Stroke is 1.5""",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10086.2,4135,GREAT WESTERN BANK,"OSCEOLA, IA",245.2,266.43,495.56,0.0,0.0,1007.19,1244.96,,1244.96,237.77,19.1,MISC,IA20,Adam Fasselius,31014,2021-02-28,Fin Closed,LED,,"@31014 / Convert letters%5Clogo to white leds. Logo is 30x30. Upper case is 18"" and lower case is 14"". Letters have a 2"" stroke.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10087.1,5728,POBLOCKI SIGN COMPANY,"CLIVE, IA",3.8,95.25,175.6,0.0,0.0,274.65,222.01,,222.01,-52.64,-23.71,INSTL,IA77O7,Adam Fasselius,31121,2021-02-28,Fin Closed,RTLT,,"@31121 / Receive and install (1) set of 12""H x 1/8"" thick aluminum address numbers ""1480"". Flush stud mount.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10088.1,5189,THE CONCRETE COMPANY,"GRIMES, IA",186.83,171.13,159.16,0.0,0.0,517.12,51.33,,615.96,98.84,16.05,VINYL,IA77O7,Adam Fasselius,31176,2021-02-09,Fin Closed,VINYL,,"@31176 / Fabricate The Concrete Company Logo - Black Vinyl with Chrome Vinyl applied over it - 10 1/2"" H X 25 1/2"" L - (Quantity - 12) - Customer will pick up",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.1,5786,"ICON CONSTRUCTION, LLC","WEST DES MOINES, IA",3733.16,1619.26,1674.65,1750.0,0.0,8777.07,13737.68,,13737.68,4960.61,36.11,MONMNT,IA77O7,Adam Fasselius,31064,2021-05-04,Fin Closed,MONDF,,"@31064 / SMALL REGENCY WEST MONUMENT SIGN: Fabricate and install non-lit double sided multi-tenant directory monument sign. The copy ""REGENCY WEST"" and ""address numbers"" are 3/4"" thick aluminum painted white mechanically fastened. The tenant panels are removable painted aluminum with vinyl copy. The accent feature is white acrylic and internally illuminated with changing RGB LEDs. Price includes steel support frame, concrete pad and footing. NOTE: Power to sign and up lighting fixtures by others.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10089.2,5786,"ICON CONSTRUCTION, LLC","WEST DES MOINES, IA",0.0,31.5,29.3,0.0,0.0,60.8,135.0,,,,,PRMT,IA77O7,Adam Fasselius,31079,2021-05-04,Fin Closed,MONDF,,@31079 / Staff time for permitting. NOTE: Permit fee will be listed separately on the final invoice at cost.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.1,2114,FIRST REALTY GMAC REAL ESTATE,"WEST DES MOINES, IA",2975.21,2275.79,4227.27,0.0,0.0,9478.27,14377.39,,14453.0,4974.73,34.42,CHANNL,IA77,JAYK,1036,2007-08-17,Fin Closed,CLLIT,,"@1036 / Fabricate (3) identical sets of remote mounted neon illuminated channel letters, 35"" logo, 17.5"" channel letters.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.2,2114,FIRST REALTY GMAC REAL ESTATE,"WEST DES MOINES, IA",0.0,22.8,50.16,3504.0,0.0,3576.96,4465.15,,4516.0,939.04,20.79,INSTL,IA77,JAYK,1037,2007-08-17,Fin Closed,CLLIT,,"@1037 / Remove (3) identical sets existing remote mounted channel letters from brick veneer. Install (3) new identical sets remote mounted neon illuminated channel letters 35"" logo, 17.5"" channel letters to brick veneer.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.3,2114,FIRST REALTY GMAC REAL ESTATE,"WEST DES MOINES, IA",269.32,564.98,1097.97,0.0,0.0,1932.27,,,680.0,-1252.27,-184.16,REPFCE,IA77,,,2007-08-17,Fin Closed,,TM - Time & Materials,"@tenant panels / Fabrictate (2) 23""h x 60""w Prudential First Realty tenant panels for existing directory monument sign.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.4,2114,FIRST REALTY GMAC REAL ESTATE,"WEST DES MOINES, IA",0.0,37.5,82.5,0.0,0.0,120.0,,,117.0,-3.0,-2.56,REPFCE,IA77,,,2007-08-17,Fin Closed,,TM - Time & Materials,"@tenantpanels / Remove (2) 23""h x 60""w First Realty GMAC Real Estate tenant panels from existing directory monument sign and install (2) 23""h x 60""w Prudential First Realty tenant panels into existing directory monument sign.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.5,2114,FIRST REALTY GMAC REAL ESTATE,"WEST DES MOINES, IA",4.0,61.5,126.77,0.0,0.0,192.27,,,135.0,-57.27,-42.42,VINYL,IA77,,,2007-08-17,Fin Closed,,TM - Time & Materials,@door vinyl / Fabricate & install (1) set Prudential First Realty door vinyl on entry door glass.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
1009.6,2114,FIRST REALTY GMAC REAL ESTATE,"WEST DES MOINES, IA",0.0,0.0,0.0,0.0,0.0,0.0,,,,,,SRVCE,IA77,,,2007-08-17,Fin Closed,,TM - Time & Materials,@service / Additional charges time & materials to apply grout to silicone caulk in exposed penetrations on (3) elevations. WORK ORDER 1009.6 HAS NO HISTORY,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.1,5788,AVAILA BANK,"COUNCIL BLUFFS, IA",7.49,209.76,373.13,150.0,0.0,740.38,155.0,,310.0,-430.38,-138.83,VINYL,IA78,Adam Fasselius,31084,2021-03-16,Fin Closed,VINYL,,@31084 / ENTRANCE DOOR GLASS: Furnish and apply first surface white vinyl to (2) entrance glass doors. Reference Eagle sketch 0121-31084-00. NOTE: weather must be warm enough for vinyl application.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.2,5788,AVAILA BANK,"COUNCIL BLUFFS, IA",13.46,34.26,40.47,0.0,0.0,88.19,158.95,,158.95,70.76,44.52,VINYL,IA78,Adam Fasselius,31085,2021-03-16,Fin Closed,VINYL,,@31085 / DRIVE UP WINDOW GLASS: Remove existing. Furnish and apply first surface white vinyl to drive up window glass. Reference Eagle sketch 0121-31085-00.,,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.3,5788,AVAILA BANK,"COUNCIL BLUFFS, IA",1.34,31.38,48.95,0.0,0.0,81.67,185.07,,185.07,103.4,55.87,VINYL,IA78,Adam Fasselius,31086,2021-03-16,Fin Closed,VINYL,,"@31086 / NON-LIT DIRECTIONAL: Furnish and apply ""ITM"" vinyl to single sided non-lit directional sign. Reference Eagle sketch 0121-31086-00.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
10090.4,5788,AVAILA BANK,"COUNCIL BLUFFS, IA",153.72,93.02,108.03,0.0,0.0,354.77,944.34,,1888.68,1533.91,81.22,DRCT,IA78,Adam Fasselius,31087,2021-03-16,Fin Closed,DIRECT,,"@31087 / DRIVE THRU CANOPY: Remove and dispose of current LED OPEN sign. Fabricate and install (2) new LED illuminated signs ""ATM"" and ""ITM"". Reference Eagle sketch 0121-31087-00. NOTE: ELECTRICAL CIRCUITS TO THESE SIGNS BY OTHERS.",,3,C:\Scripts\keyedin-capture\reports\cost_detail\cost_detail_batch_001.html
