"","Eagle Sign Company"
"","OPEN WORK ORDERS AS OF 12/31/20"

"Work Order","Quote/Part/Description","Qty Mfg","Qty Comp","Act Material","Act Labor","Act Burden","Act CNCRT","Act OUT1","Act UTax","Act Total","Est Material","Est Labor","Est Burden","Est CNCRT","Est OUT1","Est UTax","Est Total","Var Cost","Act Billing","Act GM %","Est Billing","Est GM %","Due Date","Cust No","Customer Name","C/F","STD Comp $","Est COGS","Net WIP","Invoice Date","Invoice Nbr","Est Hrs","Act Hrs"
"""10002.1""","""@30648 / CAT #3295""","1","","3776.12","2577.16","2396.81","","0.00","1261.54","10011.63","11836.86","13760.42","0.00","","5636.42","0.00","31233.70","-21222.07","49323.00","79.70","49323.00","36.68","02/14/21","18600","CAT SCALE","C","0.00","0.00","10011.63","02/22/21","10002","323.500","281.250"
"""10002.2""","""@30726 / CAT #3295""","1","","0.00","96.88","90.10","","0.00","0.00","186.98","0.00","42.46","0.00","","4000.00","0.00","4042.46","-3855.48","5308.36","96.48","5308.36","23.85","02/15/21","18600","CAT SCALE","C","0.00","0.00","186.98","02/22/21","10002","1.000","7.750"
"""10003.1""","""@tm / MCDONALDS # 24588""","1","","0.00","121.88","226.70","","","0.00","348.58","0.00","0.00","0.00","","","0.00","0.00","348.58","390.00","10.62","390.00","100.00","11/30/20","77950","NAGLE SIGNS, INC.","C","0.00","0.00","348.58","01/14/21","10003","0.000","6.500"
"""10004.1""","""@30754 / JOHNSTON DENTAL""","1","","845.40","0.00","0.00","","","0.00","845.40","0.00","557.26","0.00","","1221.94","0.00","1779.20","-933.80","2926.32","71.11","2926.32","39.20","12/30/20","5162","JOHNSTON DENTAL","C","0.00","0.00","845.40","01/11/21","10004","10.000","4.500"
"""10008.1""","""@30579 / PARK RIDGE APARTMENTS""","1","","0.00","137.38","255.02","","","0.00","392.40","23.20","2209.30","0.00","","1975.00","0.00","4207.50","-3815.10","5916.47","93.37","5916.47","28.88","11/25/20","5757","PARK RIDGE APARTMENTS","C","0.00","0.00","392.40","03/18/21","10008-2","32.000","13.250"
"""10008.2""","""@30745 / PARK RIDGE APARTMENTS""","1","","0.00","36.75","34.18","","","0.00","70.93","0.00","0.00","0.00","","","0.00","0.00","70.93","0.00","","135.00","100.00","11/30/20","5757","PARK RIDGE APARTMENTS","C","0.00","0.00","70.93","02/25/21","10008","0.000","5.500"
"""10008.3""","""@30832 / PARK RIDGE APARTMENTS""","1","","30.24","105.25","97.88","","","0.00","233.37","30.40","382.14","0.00","","","0.00","412.54","-179.17","670.26","65.18","670.26","38.45","12/20/20","5757","PARK RIDGE APARTMENTS","C","0.00","0.00","233.37","02/25/21","10008","9.000","15.750"
"""10009.1""","""@28525 / R & D ENGINEERING""","1","","0.00","15.75","14.65","","","0.00","30.40","0.00","0.00","0.00","","","0.00","0.00","30.40","0.00","","135.00","100.00","04/22/21","4542","R & D ENGINEERING","C","0.00","0.00","30.40","06/23/21","10009","0.000","0.750"
"""10013.1""","""@tm / KEMIN INDUSTRIES""","1","","11.79","19.50","18.14","","","0.00","49.43","0.00","0.00","0.00","","","0.00","0.00","49.43","0.00","","0.00","","12/04/20","4725","KEMIN INDUSTRIES","C","0.00","0.00","49.43","01/13/21","10013","0.000","1.000"
"""10021.3""","""@30708 / COLFAX PHARMACY""","1","","14.28","25.13","23.37","","","0.00","62.78","72.14","167.05","0.00","","","0.00","239.19","-176.41","383.89","83.65","383.89","37.69","12/15/20","5761","PHARM FOOD GROUP","C","0.00","0.00","62.78","02/28/21","10021","3.500","9.500"
"""10021.4""","""@30709 / COLFAX PHARMACY""","1","","6.95","15.13","14.07","","","0.00","36.15","385.54","700.75","0.00","","","0.00","1086.29","-1050.14","1647.36","97.81","1647.36","34.06","12/15/20","5761","PHARM FOOD GROUP","C","0.00","0.00","36.15","02/28/21","10021","11.250","9.000"
"""10021.6""","""@30762 / COLFAX PHARMACY""","1","","0.00","10.50","9.77","","","0.00","20.27","0.00","0.00","0.00","","","0.00","0.00","20.27","0.00","","135.00","100.00","12/15/20","5761","PHARM FOOD GROUP","C","0.00","0.00","20.27","02/28/21","10021","0.000","0.500"
"""10022.4""","""@30950 / ORAL SURGEONS, P.C.""","1","","0.00","10.50","9.77","","","0.00","20.27","0.00","0.00","0.00","","","0.00","0.00","20.27","0.00","","135.00","100.00","01/05/21","5563","WILLHAM & FOSTER ORTHODONTICS","C","0.00","0.00","20.27","02/19/21","10022","0.000","1.500"
"""10023.1""","""@28792 / RAMADA INN""","1","","0.00","131.00","223.12","","","0.00","354.12","0.00","157.30","0.00","","","0.00","157.30","196.82","250.00","-41.65","250.00","37.08","12/16/20","5176","ALLEN INDUSTRIES - HARMON SIGN DIVISION","C","0.00","0.00","354.12","02/23/21","10023","2.750","7.250"
"""10023.4""","""@28787 / RAMADA INN""","1","","0.00","10.50","9.77","","","0.00","20.27","0.00","0.00","0.00","","","0.00","0.00","20.27","135.00","84.99","135.00","100.00","01/15/21","5176","ALLEN INDUSTRIES - HARMON SIGN DIVISION","C","0.00","0.00","20.27","02/23/21","10023","0.000","1.500"
"""10024.2""","""@30369 / CHRISTIAN LIFE ASSEMB""","1","","0.00","15.75","14.65","","","0.00","30.40","0.00","0.00","0.00","","","0.00","0.00","30.40","0.00","","135.00","100.00","12/09/20","5763","CHRISTIAN LIFE ASSEMBLY OF GOD","C","0.00","0.00","30.40","08/17/22","10024","0.000","2.250"
"""10025.1""","""@tm / MISTER CAR WASH""","1","","103.60","130.01","172.27","","","0.00","405.88","0.00","0.00","0.00","","","0.00","0.00","405.88","781.05","48.03","781.05","100.00","12/15/20","4918","GARLING CONSTRUCTION","C","0.00","0.00","405.88","01/08/21","10025","0.000","7.750"
"""10028.1""","""@30854 / HENRY J´S TACOS""","1","","14.30","67.63","62.90","","","0.00","144.83","7.69","125.18","0.00","","","0.00","132.87","11.96","196.66","26.36","196.66","32.44","12/31/20","5608","HENRY J'S TACOS","C","0.00","0.00","144.83","01/13/21","10028","2.500","3.750"
"""10032.1""","""@30999 / CAT #2918""","1","","0.61","40.25","37.43","","","0.00","78.29","0.00","0.00","0.00","","","0.00","0.00","78.29","156.20","49.88","0.00","","12/21/20","18600","CAT SCALE","C","0.00","0.00","78.29","01/08/21","10032","0.000","2.000"
"""10034.1""","""@30958 / GRIMES CHIROPRACTIC""","1","","0.00","21.00","19.53","","0.00","0.00","40.53","570.14","1422.65","0.00","","","0.00","1992.79","-1952.26","3118.43","98.70","3118.43","36.10","01/13/21","5766","GRIMES CHIROPRACTIC","C","0.00","0.00","40.53","02/05/21","10034","27.160","45.500"
"""10034.2""","""@30959 / GRIMES CHIROPRACTIC""","1","","41.76","25.25","23.48","","","0.00","90.49","82.82","184.58","0.00","","","0.00","267.40","-176.91","431.12","79.01","431.12","37.98","01/13/21","5766","GRIMES CHIROPRACTIC","C","0.00","0.00","90.49","02/05/21","10034","4.000","4.000"
"""10034.5""","""@30998 / GRIMES CHIROPRACTIC""","1","","0.00","10.50","9.77","","","0.00","20.27","0.00","0.00","0.00","","","0.00","0.00","20.27","0.00","","135.00","100.00","01/13/21","5766","GRIMES CHIROPRACTIC","C","0.00","0.00","20.27","02/05/21","10034","0.000","0.500"
"""10036.1""","""@31002 / THRIVENT FINANCIAL""","1","","0.00","62.13","114.22","","","0.00","176.35","0.00","157.30","0.00","","","0.00","157.30","19.05","250.00","29.46","250.00","37.08","01/04/21","2535","ATLAS SIGN INDUSTRIES","C","0.00","0.00","176.35","01/05/21","10036","2.750","3.500"
"""10038.1""","""@31025 / CAT SCALE""","1","","834.08","387.39","360.31","","","0.00","1581.78","0.00","0.00","0.00","","","0.00","0.00","1581.78","2762.65","42.74","0.00","","01/06/21","18600","CAT SCALE","C","0.00","0.00","1581.78","01/18/21","10038","0.000","20.500"
"""10038.2""","""@31026 / CAT SCALE""","10","","0.00","200.88","186.84","","","0.00","387.72","0.00","0.00","0.00","","","0.00","0.00","387.72","18653.70","97.92","18653.70","100.00","01/06/21","18600","CAT SCALE","C","0.00","0.00","387.72","01/18/21","10038","0.000","17.000"
"""10038.3""","""@31027 / CAT SCALE""","10","","0.00","15.00","13.95","","","0.00","28.95","0.00","0.00","0.00","","","0.00","0.00","28.95","2173.50","98.67","2173.50","100.00","01/06/21","18600","CAT SCALE","C","0.00","0.00","28.95","01/18/21","10038","0.000","4.000"
"""10038.5""","""@31029 / CAT SCALE""","1","","0.00","4.88","4.54","","","0.00","9.42","0.00","0.00","0.00","","","0.00","0.00","9.42","1506.00","99.37","1506.00","100.00","01/06/21","18600","CAT SCALE","C","0.00","0.00","9.42","01/18/21","10038","0.000","0.500"
"""10044.2""","""@30611 / CORE&MAIN""","1","","0.00","21.00","19.53","","","0.00","40.53","0.00","0.00","0.00","","","0.00","0.00","40.53","0.00","","135.00","100.00","01/15/21","2598","SEPTAGON CONSTRUCTION","C","0.00","0.00","40.53","01/19/21","10044","0.000","1.000"
"""10045.1""","""@31017 / LIFE STORAGE""","3","","0.00","15.75","14.65","","","0.00","30.40","302.28","2071.11","0.00","","600.00","0.00","2973.39","-2942.99","4447.05","99.32","4447.05","33.14","02/14/21","5771","BLINK SIGNS","C","0.00","0.00","30.40","02/17/22","10045-2","36.990","52.250"
"""10046.2""","""@31013 / KEMIN INDUSTRIES""","1","","0.00","21.00","19.53","","","0.00","40.53","0.00","0.00","0.00","","","0.00","0.00","40.53","0.00","","135.00","100.00","12/28/20","4725","KEMIN INDUSTRIES","C","0.00","0.00","40.53","08/24/21","10046","0.000","2.000"
"""10047.1""","""@30964 / Eastview Community Ce""","1","","0.00","21.00","19.53","","","0.00","40.53","0.00","0.00","0.00","","","0.00","0.00","40.53","0.00","","135.00","100.00","01/30/21","5259","EASTVIEW COMMUNITY CENTER","C","0.00","0.00","40.53","01/15/21","10047","0.000","1.000"
"""66348""","""221-0330 5'-4 1/2"" X 20' HURRI""","1","","1101.74","329.71","306.63","","","0.00","1738.08","1233.42","0.00","0.00","","","0.00","1233.42","504.66","","","0.00","","05/02/19","","","C","0.00","0.00","1738.08","","","0.000","39.000"
"""66856""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","1093.05","194.50","180.90","","","0.00","1468.45","1092.35","339.68","0.00","","","0.00","1432.03","36.42","","","0.00","","11/11/20","","","C","0.00","0.00","1468.45","","","8.000","11.000"
"""66857""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","1093.05","235.25","218.79","","","0.00","1547.09","1092.35","339.68","0.00","","","0.00","1432.03","115.06","","","0.00","","11/11/20","","","C","0.00","0.00","1547.09","","","8.000","13.250"
"""66858""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","1181.45","199.06","185.14","","","0.00","1565.65","1092.35","339.68","0.00","","","0.00","1432.03","133.62","","","0.00","","11/11/20","","","C","0.00","0.00","1565.65","","","8.000","11.250"
"""66866""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","1093.05","209.00","194.39","","","0.00","1496.44","1092.35","339.68","0.00","","","0.00","1432.03","64.41","","","0.00","","11/23/20","","","C","0.00","0.00","1496.44","","","8.000","12.000"
"""66867""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","1004.65","213.25","198.33","","","0.00","1416.23","1092.35","339.68","0.00","","","0.00","1432.03","-15.80","","","0.00","","11/23/20","","","C","0.00","0.00","1416.23","","","8.000","12.250"
"""66868""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","1097.13","145.25","135.09","","","0.00","1377.47","1092.35","339.68","0.00","","","0.00","1432.03","-54.56","","","0.00","","11/23/20","","","C","0.00","0.00","1377.47","","","8.000","8.250"
"""66869""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","1097.13","217.50","202.29","","","0.00","1516.92","1092.35","339.68","0.00","","","0.00","1432.03","84.89","","","0.00","","11/28/20","","","C","0.00","0.00","1516.92","","","8.000","12.500"
"""66870""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","1093.05","165.75","154.16","","","0.00","1412.96","1092.35","339.68","0.00","","","0.00","1432.03","-19.07","","","0.00","","11/23/20","","","C","0.00","0.00","1412.96","","","8.000","11.750"
"""66877""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","4219.37","438.26","407.63","","","0.00","5065.26","2910.77","849.20","0.00","","","0.00","3759.97","1305.29","","","0.00","","11/23/20","","","C","0.00","0.00","5065.26","","","20.000","26.250"
"""66882""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","4211.28","590.01","548.75","","","0.00","5350.04","2910.77","849.20","0.00","","","0.00","3759.97","1590.07","","","0.00","","11/30/20","","","C","0.00","0.00","5350.04","","","20.000","33.500"
"""66883""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","4390.03","463.70","431.30","","","0.00","5285.03","2910.77","849.20","0.00","","","0.00","3759.97","1525.06","","","0.00","","11/30/20","","","C","0.00","0.00","5285.03","","","20.000","26.250"
"""66884""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","4206.72","558.27","519.23","","","0.00","5284.22","2910.77","849.20","0.00","","","0.00","3759.97","1524.25","","","0.00","","11/30/20","","","C","0.00","0.00","5284.22","","","20.000","32.250"
"""66885""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","4235.54","505.96","470.59","","","0.00","5212.09","2910.77","849.20","0.00","","","0.00","3759.97","1452.12","","","0.00","","11/30/20","","","C","0.00","0.00","5212.09","","","20.000","29.000"
"""66886""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","4325.79","505.02","469.68","","","0.00","5300.49","2910.77","849.20","0.00","","","0.00","3759.97","1540.52","","","0.00","","11/30/20","","","C","0.00","0.00","5300.49","","","20.000","28.500"
"""66887""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","116.90","494.64","460.04","","","0.00","1071.58","2910.77","849.20","0.00","","","0.00","3759.97","-2688.39","","","0.00","","11/30/20","","","C","0.00","0.00","1071.58","","","20.000","31.750"
"""66888""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","116.90","368.20","342.46","","","0.00","827.56","2910.77","849.20","0.00","","","0.00","3759.97","-2932.41","","","0.00","","11/30/20","","","C","0.00","0.00","827.56","","","20.000","25.000"
"""66889""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","102.24","350.01","325.53","","","0.00","777.78","2910.77","849.20","0.00","","","0.00","3759.97","-2982.19","","","0.00","","11/30/20","","","C","0.00","0.00","777.78","","","20.000","25.250"
"""66890""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","102.22","284.64","264.75","","","0.00","651.61","2910.77","849.20","0.00","","","0.00","3759.97","-3108.36","","","0.00","","11/30/20","","","C","0.00","0.00","651.61","","","20.000","29.750"
"""66891""","""221-0200 5'-4 1/2"" X 20' STAND""","1","","102.22","286.57","266.53","","","0.00","655.32","2910.77","849.20","0.00","","","0.00","3759.97","-3104.65","","","0.00","","11/30/20","","","C","0.00","0.00","655.32","","","20.000","27.750"
"""66894""","""221-0190 STANDARD CAT SCALE SP""","1","","545.58","112.59","104.72","","","0.00","762.89","369.57","339.68","0.00","","","0.00","709.25","53.64","","","0.00","","11/30/20","","","C","0.00","0.00","762.89","","","8.000","6.250"
"""66895""","""221-0190 STANDARD CAT SCALE SP""","1","","541.53","104.77","97.45","","","0.00","743.75","369.57","339.68","0.00","","","0.00","709.25","34.50","","","0.00","","11/30/20","","","C","0.00","0.00","743.75","","","8.000","6.250"
"""66896""","""221-0190 STANDARD CAT SCALE SP""","1","","544.17","82.45","76.69","","","0.00","703.31","369.57","339.68","0.00","","","0.00","709.25","-5.94","","","0.00","","11/30/20","","","C","0.00","0.00","703.31","","","8.000","4.750"
"""66897""","""221-0190 STANDARD CAT SCALE SP""","1","","527.35","68.95","64.13","","","0.00","660.43","369.57","339.68","0.00","","","0.00","709.25","-48.82","","","0.00","","11/30/20","","","C","0.00","0.00","660.43","","","8.000","3.750"
"""66898""","""221-0190 STANDARD CAT SCALE SP""","1","","547.50","96.07","89.35","","","0.00","732.92","369.57","339.68","0.00","","","0.00","709.25","23.67","","","0.00","","11/30/20","","","C","0.00","0.00","732.92","","","8.000","5.500"
"""66899""","""221-0190 STANDARD CAT SCALE SP""","1","","557.56","142.70","132.72","","","0.00","832.98","369.57","339.68","0.00","","","0.00","709.25","123.73","","","0.00","","11/30/20","","","C","0.00","0.00","832.98","","","8.000","8.250"
"""66900""","""221-0190 STANDARD CAT SCALE SP""","1","","544.17","142.84","132.85","","","0.00","819.86","369.57","339.68","0.00","","","0.00","709.25","110.61","","","0.00","","11/30/20","","","C","0.00","0.00","819.86","","","8.000","8.000"
"""66901""","""221-0190 STANDARD CAT SCALE SP""","1","","543.97","115.58","107.50","","","0.00","767.05","369.57","339.68","0.00","","","0.00","709.25","57.80","","","0.00","","11/30/20","","","C","0.00","0.00","767.05","","","8.000","6.500"
"""66904""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","1093.05","306.75","285.29","","","0.00","1685.09","1092.35","339.68","0.00","","","0.00","1432.03","253.06","","","0.00","","12/16/20","","","C","0.00","0.00","1685.09","","","8.000","18.750"
"""66905""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","0.00","107.00","99.52","","","0.00","206.52","1092.35","339.68","0.00","","","0.00","1432.03","-1225.51","","","0.00","","12/16/20","","","C","0.00","0.00","206.52","","","8.000","7.000"
"""66906""","""221-0300 5'-4 1/2"" X 20' STAND""","1","","0.00","201.14","187.06","","","0.00","388.20","1092.35","339.68","0.00","","","0.00","1432.03","-1043.83","","","0.00","","12/16/20","","","C","0.00","0.00","388.20","","","8.000","12.500"
"""66909""","""221-0190 STANDARD CAT SCALE SP""","1","","0.00","86.88","80.81","","","0.00","167.69","369.57","339.68","0.00","","","0.00","709.25","-541.56","","","0.00","","12/21/20","","","C","0.00","0.00","167.69","","","8.000","8.750"
